timestamp,camera_id,vehicle_type,confidence,is_emergency,ETA,signal_state
2026-05-21 09:46:56,2,car,0.71,False,10,RED
2026-05-21 09:46:56,2,bus,0.67,False,8,RED
2026-05-21 09:46:56,2,car,0.65,False,0,RED
2026-05-21 09:46:56,2,car,0.63,False,0,RED
2026-05-21 09:46:56,2,car,0.48,False,0,RED
2026-05-21 09:46:56,2,car,0.44,False,0,RED
2026-05-21 09:46:56,2,bus,0.44,False,0,RED
2026-05-21 09:46:56,2,car,0.43,False,0,RED
2026-05-21 09:46:57,3,bus,0.85,False,14,RED
2026-05-21 09:46:57,3,car,0.81,False,3,RED
2026-05-21 09:46:57,3,car,0.66,False,3,RED
2026-05-21 09:46:57,3,car,0.63,False,0,RED
2026-05-21 09:46:57,3,car,0.59,False,0,RED
2026-05-21 09:46:57,3,bus,0.58,False,0,RED
2026-05-21 09:46:57,3,car,0.58,False,0,RED
2026-05-21 09:46:57,3,car,0.56,False,0,RED
2026-05-21 09:46:57,3,car,0.56,False,0,RED
2026-05-21 09:46:57,3,bus,0.56,False,0,RED
2026-05-21 09:46:57,3,truck,0.55,False,54,RED
2026-05-21 09:46:57,3,car,0.54,False,0,RED
2026-05-21 09:46:57,3,car,0.51,False,0,RED
2026-05-21 09:46:57,3,car,0.4,False,0,RED
2026-05-21 09:46:58,1,car,0.89,False,3,GREEN
2026-05-21 09:46:58,1,car,0.8,False,0,GREEN
2026-05-21 09:46:58,1,car,0.77,False,0,GREEN
2026-05-21 09:46:58,1,bus,0.75,False,2,GREEN
2026-05-21 09:46:58,1,truck,0.74,False,45,GREEN
2026-05-21 09:46:58,1,car,0.73,False,0,GREEN
2026-05-21 09:46:58,1,car,0.73,False,0,GREEN
2026-05-21 09:46:58,1,car,0.66,False,0,GREEN
2026-05-21 09:46:58,1,car,0.62,False,0,GREEN
2026-05-21 09:46:58,1,car,0.6,False,0,GREEN
2026-05-21 09:46:58,1,car,0.59,False,0,GREEN
2026-05-21 09:46:58,1,car,0.55,False,0,GREEN
2026-05-21 09:46:58,1,bus,0.54,False,0,GREEN
2026-05-21 09:46:58,1,car,0.44,False,0,GREEN
2026-05-21 09:46:59,0,car,0.77,False,33,RED
2026-05-21 09:46:59,0,bus,0.72,False,34,RED
2026-05-21 09:47:00,2,car,0.8,False,2,RED
2026-05-21 09:47:00,2,car,0.68,False,0,RED
2026-05-21 09:47:00,2,bus,0.65,False,9,RED
2026-05-21 09:47:00,2,car,0.59,False,0,RED
2026-05-21 09:47:00,2,car,0.51,False,0,RED
2026-05-21 09:47:00,2,car,0.49,False,0,RED
2026-05-21 09:47:00,2,car,0.46,False,0,RED
2026-05-21 09:47:00,2,bus,0.41,False,0,RED
2026-05-21 09:47:00,2,car,0.4,False,0,RED
2026-05-21 09:47:00,2,car,0.4,False,0,RED
2026-05-21 09:47:01,3,bus,0.87,False,13,RED
2026-05-21 09:47:01,3,car,0.81,False,4,RED
2026-05-21 09:47:01,3,car,0.66,False,0,RED
2026-05-21 09:47:01,3,car,0.62,False,0,RED
2026-05-21 09:47:01,3,car,0.61,False,0,RED
2026-05-21 09:47:01,3,car,0.6,False,0,RED
2026-05-21 09:47:01,3,bus,0.59,False,0,RED
2026-05-21 09:47:01,3,car,0.57,False,0,RED
2026-05-21 09:47:01,3,car,0.55,False,0,RED
2026-05-21 09:47:01,3,car,0.51,False,0,RED
2026-05-21 09:47:01,3,car,0.5,False,0,RED
2026-05-21 09:47:01,3,truck,0.49,False,54,RED
2026-05-21 09:47:01,3,car,0.48,False,0,RED
2026-05-21 09:47:01,3,car,0.45,False,0,RED
2026-05-21 09:47:01,3,bus,0.44,False,0,RED
2026-05-21 09:47:01,3,car,0.4,False,0,RED
2026-05-21 09:47:02,1,car,0.85,False,2,GREEN
2026-05-21 09:47:02,1,car,0.8,False,0,GREEN
2026-05-21 09:47:02,1,car,0.77,False,0,GREEN
2026-05-21 09:47:02,1,bus,0.76,False,2,GREEN
2026-05-21 09:47:02,1,car,0.75,False,0,GREEN
2026-05-21 09:47:02,1,truck,0.69,False,45,GREEN
2026-05-21 09:47:02,1,car,0.66,False,0,GREEN
2026-05-21 09:47:02,1,car,0.65,False,0,GREEN
2026-05-21 09:47:02,1,bus,0.58,False,0,GREEN
2026-05-21 09:47:02,1,car,0.57,False,0,GREEN
2026-05-21 09:47:02,1,car,0.55,False,0,GREEN
2026-05-21 09:47:02,1,car,0.53,False,0,GREEN
2026-05-21 09:47:02,1,car,0.5,False,0,GREEN
2026-05-21 09:47:03,0,car,0.78,False,33,RED
2026-05-21 09:47:03,0,bus,0.69,False,34,RED
2026-05-21 09:47:03,2,car,0.8,False,2,RED
2026-05-21 09:47:03,2,car,0.69,False,2,RED
2026-05-21 09:47:03,2,bus,0.66,False,8,RED
2026-05-21 09:47:03,2,car,0.58,False,0,RED
2026-05-21 09:47:03,2,car,0.52,False,0,RED
2026-05-21 09:47:03,2,car,0.52,False,0,RED
2026-05-21 09:47:03,2,car,0.47,False,0,RED
