timestamp,camera_id,vehicle_type,confidence,is_emergency,ETA,signal_state
2026-05-20 13:51:10,1,car,0.49,False,0,RED
2026-05-20 13:51:10,1,truck,0.43,False,0,RED
2026-05-20 13:51:10,1,car,0.43,False,0,RED
2026-05-20 13:51:10,2,car,0.72,False,2,RED
2026-05-20 13:51:10,2,bus,0.7,False,7,RED
2026-05-20 13:51:10,2,car,0.57,False,0,RED
2026-05-20 13:51:10,2,bus,0.49,False,0,RED
2026-05-20 13:51:10,2,car,0.46,False,0,RED
2026-05-20 13:51:10,2,car,0.44,False,0,RED
2026-05-20 13:51:10,3,bus,0.8,False,1,RED
2026-05-20 13:51:10,3,car,0.79,False,1,RED
2026-05-20 13:51:10,3,bus,0.78,False,0,RED
2026-05-20 13:51:10,3,car,0.77,False,0,RED
2026-05-20 13:51:10,3,car,0.74,False,0,RED
2026-05-20 13:51:10,3,car,0.71,False,0,RED
2026-05-20 13:51:10,3,car,0.7,False,0,RED
2026-05-20 13:51:10,3,car,0.65,False,0,RED
2026-05-20 13:51:10,3,car,0.61,False,0,RED
2026-05-20 13:51:10,3,car,0.57,False,0,RED
2026-05-20 13:51:10,3,bus,0.57,False,0,RED
2026-05-20 13:51:10,3,car,0.56,False,0,RED
2026-05-20 13:51:10,3,car,0.54,False,0,RED
2026-05-20 13:51:10,3,bus,0.46,False,0,RED
2026-05-20 13:51:10,3,bus,0.46,False,0,RED
2026-05-20 13:51:10,3,car,0.43,False,0,RED
2026-05-20 13:51:12,0,car,0.91,False,32,GREEN
2026-05-20 13:51:13,1,car,0.8,False,6,RED
2026-05-20 13:51:13,1,car,0.78,False,3,RED
2026-05-20 13:51:13,1,car,0.74,False,6,RED
2026-05-20 13:51:13,1,car,0.69,False,6,RED
2026-05-20 13:51:13,1,truck,0.68,False,3,RED
2026-05-20 13:51:13,1,car,0.66,False,0,RED
2026-05-20 13:51:13,1,car,0.62,False,0,RED
2026-05-20 13:51:13,1,car,0.59,False,0,RED
2026-05-20 13:51:13,1,motorcycle,0.58,False,34,RED
2026-05-20 13:51:13,1,car,0.56,False,0,RED
2026-05-20 13:51:13,1,car,0.51,False,0,RED
