timestamp,camera_id,vehicle_type,confidence,is_emergency,ETA,signal_state
2026-05-20 13:04:39,2,car,0.65,False,0,RED
2026-05-20 13:04:39,2,car,0.6,False,0,RED
2026-05-20 13:04:39,2,car,0.44,False,0,RED
2026-05-20 13:04:39,2,bus,0.43,False,7,RED
2026-05-20 13:04:39,2,car,0.4,False,0,RED
2026-05-20 13:04:39,3,bus,0.87,False,4,RED
2026-05-20 13:04:39,3,car,0.8,False,2,RED
2026-05-20 13:04:39,3,car,0.76,False,0,RED
2026-05-20 13:04:39,3,car,0.68,False,0,RED
2026-05-20 13:04:39,3,car,0.63,False,0,RED
2026-05-20 13:04:39,3,car,0.63,False,0,RED
2026-05-20 13:04:39,3,car,0.54,False,0,RED
2026-05-20 13:04:39,3,car,0.52,False,0,RED
2026-05-20 13:04:39,3,car,0.5,False,0,RED
2026-05-20 13:04:39,3,bus,0.49,False,0,RED
2026-05-20 13:04:39,3,bus,0.45,False,0,RED
2026-05-20 13:04:39,3,car,0.44,False,0,RED
2026-05-20 13:04:39,3,car,0.41,False,0,RED
2026-05-20 13:04:40,1,car,0.89,False,1,RED
2026-05-20 13:04:40,1,car,0.79,False,2,RED
2026-05-20 13:04:40,1,car,0.78,False,0,RED
2026-05-20 13:04:40,1,car,0.73,False,0,RED
2026-05-20 13:04:40,1,truck,0.73,False,1,RED
2026-05-20 13:04:40,1,bus,0.62,False,44,RED
2026-05-20 13:04:40,1,car,0.59,False,0,RED
2026-05-20 13:04:40,1,car,0.53,False,0,RED
2026-05-20 13:04:40,1,car,0.52,False,0,RED
2026-05-20 13:04:40,1,motorcycle,0.51,False,27,RED
2026-05-20 13:04:40,1,car,0.45,False,0,RED
2026-05-20 13:04:40,1,truck,0.44,False,0,RED
2026-05-20 13:04:40,1,car,0.44,False,0,RED
2026-05-20 13:04:40,0,car,0.8,False,6,GREEN
2026-05-20 13:04:40,0,bus,0.46,False,35,GREEN
2026-05-20 13:04:40,0,ambulance,0.58,True,36,GREEN
2026-05-20 13:04:41,2,bus,0.76,False,2,RED
2026-05-20 13:04:41,2,car,0.67,False,2,RED
2026-05-20 13:04:41,2,car,0.63,False,2,RED
2026-05-20 13:04:41,2,car,0.58,False,2,RED
2026-05-20 13:04:41,2,bus,0.46,False,0,RED
2026-05-20 13:04:41,3,bus,0.87,False,3,RED
2026-05-20 13:04:41,3,car,0.8,False,1,RED
2026-05-20 13:04:41,3,car,0.76,False,1,RED
2026-05-20 13:04:41,3,car,0.68,False,2,RED
2026-05-20 13:04:41,3,car,0.63,False,0,RED
2026-05-20 13:04:41,3,car,0.63,False,1,RED
2026-05-20 13:04:41,3,car,0.54,False,0,RED
2026-05-20 13:04:41,3,car,0.52,False,0,RED
2026-05-20 13:04:41,3,bus,0.5,False,0,RED
2026-05-20 13:04:41,3,car,0.5,False,0,RED
2026-05-20 13:04:41,3,bus,0.45,False,0,RED
2026-05-20 13:04:41,3,car,0.45,False,0,RED
2026-05-20 13:04:42,1,car,0.88,False,1,RED
2026-05-20 13:04:42,1,car,0.84,False,1,RED
2026-05-20 13:04:42,1,car,0.76,False,0,RED
2026-05-20 13:04:42,1,car,0.74,False,0,RED
2026-05-20 13:04:42,1,car,0.7,False,0,RED
2026-05-20 13:04:42,1,truck,0.67,False,0,RED
2026-05-20 13:04:42,1,car,0.6,False,0,RED
2026-05-20 13:04:42,1,bus,0.6,False,44,RED
2026-05-20 13:04:42,1,car,0.58,False,0,RED
2026-05-20 13:04:42,1,car,0.54,False,0,RED
2026-05-20 13:04:42,1,truck,0.46,False,0,RED
2026-05-20 13:04:42,1,car,0.45,False,0,RED
2026-05-20 13:04:42,1,car,0.41,False,0,RED
2026-05-20 13:04:42,0,car,0.79,False,33,GREEN
2026-05-20 13:04:42,0,bus,0.49,False,35,GREEN
2026-05-20 13:04:42,0,ambulance,0.58,True,36,GREEN
2026-05-20 13:04:42,2,bus,0.75,False,2,RED
2026-05-20 13:04:42,2,car,0.65,False,4,RED
2026-05-20 13:04:42,2,car,0.62,False,0,RED
2026-05-20 13:04:42,2,car,0.59,False,0,RED
2026-05-20 13:04:42,2,bus,0.48,False,0,RED
2026-05-20 13:04:43,3,car,0.8,False,1,RED
2026-05-20 13:04:43,3,bus,0.8,False,5,RED
2026-05-20 13:04:43,3,car,0.76,False,0,RED
2026-05-20 13:04:43,3,car,0.63,False,0,RED
2026-05-20 13:04:43,3,car,0.63,False,0,RED
2026-05-20 13:04:43,3,car,0.62,False,0,RED
2026-05-20 13:04:43,3,bus,0.56,False,0,RED
2026-05-20 13:04:43,3,car,0.52,False,0,RED
2026-05-20 13:04:43,3,car,0.48,False,0,RED
2026-05-20 13:04:43,3,car,0.41,False,0,RED
2026-05-20 13:04:44,1,car,0.88,False,0,RED
2026-05-20 13:04:44,1,car,0.84,False,0,RED
2026-05-20 13:04:44,1,car,0.74,False,0,RED
2026-05-20 13:04:44,1,car,0.72,False,1,RED
2026-05-20 13:04:44,1,car,0.69,False,0,RED
2026-05-20 13:04:44,1,truck,0.67,False,1,RED
2026-05-20 13:04:44,1,car,0.62,False,1,RED
2026-05-20 13:04:44,1,car,0.58,False,0,RED
2026-05-20 13:04:44,1,car,0.55,False,0,RED
2026-05-20 13:04:44,1,bus,0.51,False,44,RED
2026-05-20 13:04:44,1,truck,0.47,False,0,RED
2026-05-20 13:04:44,0,car,0.8,False,33,GREEN
2026-05-20 13:04:44,0,bus,0.57,False,35,GREEN
2026-05-20 13:04:44,0,ambulance,0.56,True,36,GREEN
2026-05-20 13:04:45,2,car,0.62,False,4,RED
2026-05-20 13:04:45,2,car,0.58,False,4,RED
2026-05-20 13:04:45,2,bus,0.54,False,2,RED
2026-05-20 13:04:45,2,car,0.54,False,0,RED
2026-05-20 13:04:45,2,bus,0.43,False,0,RED
2026-05-20 13:04:45,3,bus,0.81,False,2,RED
2026-05-20 13:04:45,3,car,0.8,False,0,RED
2026-05-20 13:04:45,3,car,0.75,False,0,RED
2026-05-20 13:04:45,3,car,0.63,False,0,RED
2026-05-20 13:04:45,3,car,0.63,False,0,RED
2026-05-20 13:04:45,3,car,0.61,False,1,RED
2026-05-20 13:04:45,3,bus,0.55,False,0,RED
2026-05-20 13:04:45,3,car,0.53,False,0,RED
2026-05-20 13:04:45,3,car,0.47,False,0,RED
2026-05-20 13:04:45,3,car,0.42,False,0,RED
2026-05-20 13:04:46,1,car,0.88,False,1,RED
2026-05-20 13:04:46,1,car,0.85,False,0,RED
2026-05-20 13:04:46,1,car,0.74,False,0,RED
2026-05-20 13:04:46,1,car,0.72,False,0,RED
2026-05-20 13:04:46,1,car,0.71,False,0,RED
2026-05-20 13:04:46,1,truck,0.68,False,1,RED
2026-05-20 13:04:46,1,car,0.63,False,0,RED
2026-05-20 13:04:46,1,car,0.59,False,0,RED
2026-05-20 13:04:46,1,car,0.54,False,0,RED
2026-05-20 13:04:46,1,bus,0.51,False,44,RED
2026-05-20 13:04:46,1,truck,0.42,False,0,RED
2026-05-20 13:04:46,1,motorcycle,0.4,False,24,RED
2026-05-20 13:04:46,0,car,0.78,False,33,GREEN
2026-05-20 13:04:46,0,bus,0.64,False,35,GREEN
2026-05-20 13:04:46,0,ambulance,0.63,True,36,GREEN
2026-05-20 13:04:46,2,car,0.63,False,1,RED
2026-05-20 13:04:46,2,car,0.61,False,0,RED
2026-05-20 13:04:46,2,car,0.61,False,0,RED
2026-05-20 13:04:46,2,car,0.5,False,0,RED
2026-05-20 13:04:46,2,bus,0.42,False,26,RED
2026-05-20 13:04:47,3,bus,0.83,False,1,RED
2026-05-20 13:04:47,3,car,0.8,False,0,RED
2026-05-20 13:04:47,3,car,0.75,False,0,RED
2026-05-20 13:04:47,3,car,0.63,False,0,RED
2026-05-20 13:04:47,3,car,0.61,False,0,RED
2026-05-20 13:04:47,3,bus,0.51,False,0,RED
2026-05-20 13:04:47,3,car,0.49,False,0,RED
2026-05-20 13:04:47,3,car,0.48,False,0,RED
2026-05-20 13:04:47,3,car,0.48,False,0,RED
2026-05-20 13:04:47,3,bus,0.46,False,0,RED
2026-05-20 13:04:47,3,car,0.45,False,0,RED
2026-05-20 13:04:47,3,car,0.43,False,0,RED
2026-05-20 13:04:47,3,car,0.41,False,0,RED
2026-05-20 13:04:47,3,car,0.4,False,0,RED
2026-05-20 13:04:47,1,car,0.89,False,1,RED
2026-05-20 13:04:47,1,car,0.88,False,0,RED
2026-05-20 13:04:47,1,car,0.69,False,0,RED
2026-05-20 13:04:47,1,car,0.69,False,0,RED
2026-05-20 13:04:47,1,truck,0.67,False,0,RED
2026-05-20 13:04:47,1,car,0.64,False,0,RED
2026-05-20 13:04:47,1,car,0.6,False,0,RED
2026-05-20 13:04:47,1,car,0.57,False,0,RED
2026-05-20 13:04:47,1,bus,0.57,False,44,RED
2026-05-20 13:04:47,1,car,0.55,False,0,RED
2026-05-20 13:04:47,1,truck,0.43,False,0,RED
2026-05-20 13:04:47,0,car,0.78,False,33,GREEN
2026-05-20 13:04:47,0,bus,0.59,False,35,GREEN
2026-05-20 13:04:47,0,car,0.41,False,0,GREEN
2026-05-20 13:04:47,0,ambulance,0.64,True,36,GREEN
2026-05-20 13:04:48,2,car,0.64,False,3,RED
2026-05-20 13:04:48,2,car,0.62,False,3,RED
2026-05-20 13:04:48,2,car,0.6,False,0,RED
2026-05-20 13:04:48,2,car,0.52,False,0,RED
2026-05-20 13:04:48,2,bus,0.42,False,21,RED
2026-05-20 13:04:48,2,car,0.4,False,0,RED
2026-05-20 13:04:48,3,bus,0.8,False,3,RED
2026-05-20 13:04:48,3,car,0.8,False,0,RED
2026-05-20 13:04:48,3,car,0.76,False,0,RED
2026-05-20 13:04:48,3,car,0.6,False,0,RED
2026-05-20 13:04:48,3,car,0.6,False,0,RED
2026-05-20 13:04:48,3,car,0.55,False,1,RED
2026-05-20 13:04:48,3,bus,0.52,False,0,RED
2026-05-20 13:04:48,3,car,0.48,False,0,RED
2026-05-20 13:04:48,3,car,0.48,False,0,RED
2026-05-20 13:04:48,3,bus,0.46,False,0,RED
2026-05-20 13:04:48,3,car,0.44,False,0,RED
2026-05-20 13:04:48,3,car,0.41,False,0,RED
2026-05-20 13:04:48,3,car,0.4,False,0,RED
2026-05-20 13:04:49,1,car,0.89,False,0,RED
2026-05-20 13:04:49,1,car,0.88,False,0,RED
2026-05-20 13:04:49,1,car,0.72,False,0,RED
2026-05-20 13:04:49,1,car,0.7,False,0,RED
2026-05-20 13:04:49,1,truck,0.67,False,0,RED
2026-05-20 13:04:49,1,car,0.64,False,0,RED
2026-05-20 13:04:49,1,car,0.61,False,0,RED
2026-05-20 13:04:49,1,bus,0.59,False,44,RED
2026-05-20 13:04:49,1,car,0.58,False,0,RED
2026-05-20 13:04:49,1,car,0.52,False,0,RED
2026-05-20 13:04:49,1,truck,0.43,False,0,RED
2026-05-20 13:04:49,0,car,0.78,False,5,GREEN
2026-05-20 13:04:49,0,truck,0.63,False,35,GREEN
